schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
02927,310,lemma,Stapenhorststraße,Stapehorststraße,Stapenhorststraße,automatisch,eines,,
02927,310,namensgruppe,"Person, Mann, Deutscher, Direktor","Person, Mann, Deutscher, Direktor","Person, Mann, Deutscher",automatisch,eines,,
02927,310,stadium_1_name,Stapenhorststraße,Stapehorststraße,Stapenhorststraße,automatisch,eines,,
02928,310,namensgruppe,Behandigungsgut,Behandlungsgut,Behandigungsgut,automatisch,eines,,
02930,311,lemma,Steegstraße,Stiegstraße,Steegstraße,automatisch,eines,,
02930,311,stadium_1_name,Steegstraße,Stiegstraße,Steegstraße,automatisch,eines,,
02934,311,strassenklasse,Landstraße; Gemeindestraße,Landstraße; Gemeindestraße,Landstraße und Gemeindestraße,unsicher,eines,,
02937,312,namensgruppe,Lagebezeichnung,Lagebezeichnung,Gemeindestraße,geprueft,eines,,
02939,312,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02941,312,stadtteile,Altenessen-Nord,Altenessen-Nord,Altessen-Nord,automatisch,eines,,
02948,313,stadium_2,,,"(urspr., kein Datum) Karl Friedrich von Steinmetz",geprueft,eines,,
02955,314,namensgruppe,"Person, Mann, Engländer, Konstrukteur, Eisenbahnwesen","Person, Mann, Engländer, Konstrukteur, Eisenbahnwesen","Person, Mann, Engländer, Konstrukteur, Eisenbahningenieur",automatisch,eines,,
02957,314,verweis_auf,Am Stern,Am Stern,,automatisch,eines,,
02959,315,stadium_2,,,"1443-06-13 ein Kamp, gelegen bei Huttrops Hof",automatisch,eines,,
02960,315,stadium_2,,,"(urspr., kein Datum) Ein schmaler, etwas ansteigender Weg in der sog. ECA-Siedlung",geprueft,eines,,
02961,315,stadium_2,,,"(urspr., kein Datum) Siehe I. Stiege",geprueft,eines,,
02962,315,stadium_2,,,"(urspr., kein Datum) Siehe I. Stiege",geprueft,eines,,
02962,315,verweis_auf,,I. Stiege,,geprueft,eines,,
02963,315,stadium_2,,,"(urspr., kein Datum) Nach dem sog. Stiftbusch, der um 1820 gerodet wurde",automatisch,eines,,
02964,315,stadium_4,,,"(Fließtext, 1097 Zeichen, verworfen)",automatisch,eines,,
02965,315,stadium_3,,,"(Fließtext, 1144 Zeichen, verworfen)",automatisch,eines,,
02966,315,stadium_3,,,"(urspr., kein Datum) Nach einem Flurnamen (Juffernbusch). Der Wald gehörte den Stiftsdamen in Stoppenberg",automatisch,eines,,
02967,315,stadium_2,,,"(urspr., kein Datum) Siehe Stiftplatz",automatisch,eines,,
02968,315,lemma,Stinnesstraße,Stinnesstraße,Stinnessraße,automatisch,eines,,
02968,315,stadium_1_name,Stinnesstraße,Stinnesstraße,Stinnessraße,automatisch,eines,,
02968,315,stadium_2,,,"(Fließtext, 225 Zeichen, verworfen)",automatisch,eines,,
02969,315,stadium_2,,,"(Fließtext, 166 Zeichen, verworfen)",automatisch,eines,,
02970,316,stadium_1_name,Stocksiepenstraße,Stocksiepenstraße,Stocksiepen,automatisch,eines,,
02970,316,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02971,316,stadium_1_name,Augustastraße,Augustastrasse,Augustastraße,automatisch,eines,,
02972,295,stadium_2,1966-12-12 Ursulaweg,1966-12-12 Ursulaweg,1970-12-11 Schöne Aussicht,automatisch,eines,,
02974,316,stadium_3_name,Karpinskistraße (Umb.),Karpinskistraße (Umb.),Karpinskitraße (Umb.),geprueft,eines,,
02974,316,verweis_auf,Stoppenberger Platz,Stoppenberger Platz,,geprueft,eines,,
02975,316,lemma,Stornefranzstraße,Stornefranzstraße,Stornekranzstraße,automatisch,eines,,
02975,316,stadium_1_name,Stornefranzstraße,Stornefranzstraße,Stornekranzstraße,automatisch,eines,,
02976,316,stadium_3_datum,1976-05-19,1976-05-19,Mai 1976 (nicht normalisierbar),automatisch,eines,,
02984,317,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Mittelstraße",automatisch,eines,,
02984,317,stadium_1,"(urspr., kein Datum) Mittelstraße","(urspr., kein Datum) Mittelstraße",1937-11-20 Stubbenkamp,automatisch,eines,,
02985,317,stadium_1_name,Stubertal,Stubertal,Stubertal (Verl.),automatisch,eines,,
02985,317,stadium_2,1972-09-20 Stubertal (Verl.),1972-09-20 Stubertal (Verl.),,automatisch,eines,,
02988,318,stadium_2,,,1798-03-04 Johann Carl Bertram Stüve,automatisch,eines,,
02990,318,stadium_1,"(urspr., kein Datum) Winkhauser Straße","(urspr., kein Datum) Winkhauser Straße",1902-05-16 Fulerumer Straße,automatisch,eines,,
02990,318,stadium_4_name,Mendener Straße (Umb.),Menderer Straße (Umb.),Styrumer Straße (Verl.),automatisch,eines,,
02991,318,stadium_1_name,Friedenstraße,Friedenstraße,Suarezstraße,automatisch,eines,,
02994,318,stadium_2_name,Brunhildenstraße,Brunhildenstraße,Brühlsstraße,automatisch,eines,,
02995,318,stadium_1_name,Schulstraße,Schulstraße,Sulterkamp,automatisch,eines,,
02995,318,stadium_2_name,Sulterkamp,Sulterkamp,Sulterkamp (Verl.),automatisch,eines,,
02995,318,stadium_3,1970-02-24 Sulterkamp (Verl.),1970-02-24 Sulterkamp (Verl.),,automatisch,eines,,
02996,318,stadium_2_name,Lahnbeckestraße (tlw.),Lahnbeckestraße (tlw.),Lahnbeckerstraße (tlw.),automatisch,eines,,
02996,318,stadium_5,1976-12-14 Sulzbachtal (Verl.),1976-12-14 Sulzbachtal (Verl.),,automatisch,eines,,
02997,319,eintrag,Sundernholz,Sunderholz,,automatisch,eines,,
02997,319,lemma,Sundernholz,Sunderholz,,automatisch,eines,,
02998,319,eintrag,Sursstraße,Sursstraße,,automatisch,eines,,
02999,319,eintrag,Susannastraße,Susannastraße,,automatisch,eines,,
03000,319,eintrag,Sybelstraße,Sybelstraße,,automatisch,eines,,
03001,297,lemma,Schürenfeld,Schürenfeld,Schürrenfeld,automatisch,eines,,
03001,297,stadium_1_name,Schürenfeld,Schürenfeld,Schürrenfeld,automatisch,eines,,
03001,297,stadium_2,,,"(urspr., kein Datum) Zum Hofe Schulte vom Bruch in Katternberg",automatisch,eines,,
03001,297,stadium_2_datum,,,Landmatrikel 1668 (nicht normalisierbar),automatisch,eines,,
03001,297,stadium_3,,,"(urspr., kein Datum) Schürrenfeld",automatisch,eines,,
03002,306,lemma,Spieckermannstraße,Spieckermannstraße,Spiekermannstraße,automatisch,eines,,
03002,306,namensgruppe,Behandigungsgut,Behandlungsgut,Behandigungsgut,automatisch,eines,,
03002,306,stadium_1_name,Spieckermannstraße,Spieckermannstraße,Spiekermannstraße,automatisch,eines,,
03004,308,lemma,Springhoffsfeld,Springhoffseld,Springhoffsfeld,automatisch,eines,,
03004,308,stadium_1_name,Springhoffsfeld,Springhoffseld,Springhoffsfeld,automatisch,eines,,
03012,306,namensgruppe,Hofname,Hofname,,unsicher,eines,,
03012,306,stadium_1_datum,1963-02-20,,20. Februar (nicht normalisierbar),unsicher,eines,,
03012,306,strassenklasse,,,Hofname,unsicher,eines,,
03013,308,eintrag,Spinozastraße,Spinozstraße,,automatisch,eines,,
03013,308,lemma,Spinozastraße,Spinozstraße,,automatisch,eines,,
03013,308,stadium_1_name,Spinozastraße,Spinozstraße,,automatisch,eines,,
03014,310,eintrag,Stauderstraße,Stauderstraße,,geprueft,eines,,
03015,313,lemma,Stenkamps Busch,Stenkamps Busch,Stenkamp’s Busch,automatisch,eines,,
03015,313,stadtteile,Bedingrade; Frintrop,Bedingrade; Frintrop,Bedingrade und Frintrop,automatisch,eines,,
03016,314,eintrag,Stensbeckhof,Stensbeckhof,,automatisch,eines,,
03016,314,namensgruppe,Behandigungsgut,Behandlungsgut,,automatisch,eines,,
03021,319,eintrag,Sylviastraße,Sylviastraße,,unsicher,eines,,
03024,305,eintrag,Söllockweg,Söllockweg,,automatisch,eines,,
03024,305,stadium_1_name,Einbleckstraße,Einblockstraße,,automatisch,eines,,
03027,307,lemma,Spindelmannstraße,Spindelmanstraße,Spindelmannstraße,automatisch,eines,,
03028,293,stadium_2,,,1846-05-16 Johann Mathias Schmetz,automatisch,eines,,
03028,293,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
03035,291,stadium_1_name,Kerckhoffstraße (tlw.),Kerkhoffstraße (tlw.),Kerckhoffstraße (tlw.),geprueft,eines,,
03036,305,eintrag,Soniusweg,Soniusweg,,automatisch,eines,,
03044,319,stadium_1_datum,vor 1899,vor 1899,"(urspr., kein Datum)",automatisch,eines,,
03044,319,stadium_1_urspruenglich,falsch,falsch,wahr,automatisch,eines,,
03054,320,verweis_auf,Schürmannstraße,Schürmannstraße,,automatisch,eines,,
03056,321,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
03057,321,stadium_2,,,1697-11-25 Gerhard Tersteegen,automatisch,eines,,
03062,323,namensgruppe,"Essener Geschichte und Örtlichkeit, Männlicher Vorname","Essener Geschichte und Örtlichkeit, Männlicher Vorname","Gemeindestraße, Essener Geschichte und Örtlichkeit, Männlicher Vorname",automatisch,eines,,
03062,323,verweis_auf,Ostermannstraße,Ostermannstraße,,automatisch,eines,,
03063,323,lemma,Theresenstraße,Theresenstraße,Theresienstraße,automatisch,eines,,
03063,323,stadium_1_name,Theresenstraße,Theresenstraße,Theresienstraße,automatisch,eines,,
03064,323,lemma,Therbeckenring,Therbeckerring,Therbeckenring,automatisch,eines,,
03064,323,stadium_1_name,Therbeckenring,Therbeckerring,Therbeckenring,automatisch,eines,,
03067,323,stadium_1,1896-02-13 Schützenstraße,1896-02-13 Schützenstraße,1915-07-09 Thiesstraße,unsicher,eines,,
03067,323,stadtteile,Altenessen-Nord,Altenessen-Nord,Altendorf-Nord,unsicher,eines,,
03071,323,lemma,Tholstraße - Hof Thol Thusneldastraße,Thusneldastraße,ThusneldaStraße,unsicher,eines,,
03071,323,verweis_auf,Thusneldaplatz,Thusneldaplatz,ThusneldaPlatz,unsicher,eines,,
03072,324,lemma,Tiefbaustraße,Tiefbaustraße,TiefbauStraße,automatisch,eines,,
03072,324,stadium_2_name,Tiefbaustraße,Tiefbaustraße,TiefbauStraße,automatisch,eines,,
03072,324,stadtteile,Altenessen-Nord,Altenessen-Nord,Altenssen-Nord,automatisch,eines,,
03073,324,lemma,Tiefenbruchstraße,Tiefenbruchstraße,TiefenbruchStraße,automatisch,eines,,
03073,324,stadium_1_name,Tiefenbruchstraße,Tiefenbruchstraße,TiefenbruchStraße,automatisch,eines,,
03073,324,stadtteile,Altenessen-Süd,Altenessen-Süd,Altenssen-Süd,automatisch,eines,,
03075,324,lemma,Tiegelstraße,Tiegelstraße,TiegelStraße,automatisch,eines,,
03075,324,stadium_2_name,Tiegelstraße,Tiegelstraße,TiegelStraße,automatisch,eines,,
03076,324,lemma,Tiemannleite,Tiemannleite,TiemannLeite,automatisch,eines,,
03076,324,stadium_2_name,Tiemannleite,Tiemannleite,TiemannLeite,automatisch,eines,,
03077,324,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Florastraße",automatisch,eines,,
03078,324,namensgruppe,Kotten,Kotten,Kötten,automatisch,eines,,
03080,324,lemma,Töpferstraße,Töpferstraße,TöpferStraße,automatisch,eines,,
03080,324,stadium_1_name,Töpferstraße,Töpferstraße,TöpferStraße,automatisch,eines,,
03080,324,stadium_3_name,Töpferstraße (Verl.),Töpferstraße (Verl.),TöpferStraße (Verl.),automatisch,eines,,
03082,324,lemma,Tommesweg,Tommesweg,TommesWeg,automatisch,eines,,
03082,324,namensgruppe,Kotten,Kotten,Kötten,automatisch,eines,,
03082,324,stadium_1_name,Tommesweg,Tommesweg,TommesWeg,automatisch,eines,,
03083,324,lemma,Tonstraße,Tonstraße,TonStraße,automatisch,eines,,
03096,326,lemma,Tüschener Weg,Tüschenener Weg,Tüschener Weg,automatisch,eines,,
03096,326,stadium_1_name,Tüschener Weg,Tüschenener Weg,Tüschener Weg,automatisch,eines,,
03097,326,stadtteile,Rüttenscheid; Bredeney,Rüttenscheid; Bredeneey,Rüttenscheid; Bredeney,automatisch,eines,,
03097,326,verweis_auf,Blumenkamp,Blumenkamp,,automatisch,eines,,
03102,327,lemma,Tuttmannstraße,Tuttmanstraße,Tuttmannstraße,automatisch,eines,,
03102,327,stadium_2_name,Tuttmannstraße,Tuttmanstraße,Tuttmannstraße,automatisch,eines,,
03103,327,namensgruppe,Behandigungsgut,Behandlungsgut,"Behandigungsgut, urspr.: Bachstraße",automatisch,eines,,
03103,327,stadtteile,Altenessen-Süd; Stoppenberg,Altenessen-Süd; Stoppenberg,Altendorf-Süd; Stoppenberg,automatisch,eines,,
03108,322,stadtteile,Bredeney; Schuir,Bredenei; Schuir,Bredeney; Schuir,automatisch,eines,,
03109,322,stadium_1_name,Wilhelmstraße,Wilhelmstraße,Wilhelmsstraße,automatisch,eines,,
03109,322,stadium_2_name,Borbecker Straße (tlw.),Borbecker Straße (tlw.),Borcherecker Straße (tlw.),automatisch,eines,,
03112,319,lemma,Tamperestraße,Tamperestraße,Temperestraße,automatisch,eines,,
03112,319,stadium_3_name,Tamperestraße,Tamperestraße,Temperestraße,automatisch,eines,,
03141,328,lemma,Ulmengarten,Ulmengarten,Ulmen,automatisch,eines,,
03141,328,stadium_2_name,Ulmengarten,Ulmengarten,Ulmen,automatisch,eines,,
03141,328,verweis_auf,Ulmenhof,Ulmenhof,,automatisch,eines,,
03142,328,stadium_1_name,Rotthausener Straße,Rotthausener Straße,Rothausener Straße,automatisch,eines,,
03143,328,namensgruppe,"Person, Mann, Deutscher, Kavallerieoffizierr, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Kavallerieoffizier, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher",automatisch,eines,,
03149,328,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Uhlenstraße",automatisch,eines,,
03154,329,eintrag,,,Ulmenhof,,eines,,
03155,329,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensen-Süd,automatisch,eines,,
03156,329,stadium_2,,,"(urspr., kein Datum) Unterberg",automatisch,eines,,
03156,329,stadtteile,Kray,Krat,Kray,automatisch,eines,,
03157,329,verweis_auf,Oberdorfstraße,Oberdorfstraße,,automatisch,eines,,
03159,329,verweis_auf,Oberer Pustenberg,Oberer Pustenberg,,automatisch,eines,,
03162,330,stadium_1_name,Viktoriastraße,Viktoriastraße,Viktoriastrraße,automatisch,eines,,
03164,328,verweis_auf,Ulmenhof,Ulmenhof,,automatisch,eines,,
03200,330,lemma,Valentinenstraße,Valentinestraße,Valentinenstraße,automatisch,eines,,
03200,330,stadium_1_name,Valentinenstraße,Valentinestraße,Valentinenstraße,automatisch,eines,,
03201,330,stadtteile,Stadtkern; Ostviertel,Stadtkern; Ostviertel,Stadtkern; Ostviettel,automatisch,eines,,
03202,330,stadium_1,"(urspr., kein Datum) Klarastraße","(urspr., kein Datum) Klarastraaße",1902-05-16 Veitstraße,automatisch,eines,,
03202,330,stadium_1_name,Klarastraße,Klarastraaße,Veitstraße,automatisch,eines,,
03204,330,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, urspr. Ruhrstraße (tlw.)",unsicher,eines,,
03204,330,stadium_1,"(urspr., kein Datum) Ruhrstraße (tlw.)","(urspr., kein Datum) Ruhrstraße (tlw.)",1898-05-10 Velberter Straße,unsicher,eines,,
03213,332,eintrag,Viehauser Berg,Viehauser Berg,,automatisch,eines,,
03214,332,eintrag,Viehofer Platz,Viehofer Platz,,automatisch,eines,,
03215,332,stadium_1_name,Veyver Strate,Veyver Strate,Veyver Straße,automatisch,eines,,
03215,332,verweis_auf,Viehofer Platz,Viehofer Platz,,automatisch,eines,,
03216,332,lemma,Viereichenhöhe,Viereichenhöhe,Viercichenhöhe,automatisch,eines,,
03216,332,stadium_1_name,Viereichenhöhe,Viereichenhöhe,Viercichenhöhe,automatisch,eines,,
03221,333,lemma,Viktoriastraße,Viktoriasstraße,Viktoriastraße,automatisch,eines,,
03221,333,stadium_1_name,Viktoriastraße,Viktoriasstraße,Viktoriastraße,automatisch,eines,,
03221,333,stadium_2,1894-05-18 Kaiserstraße,1894-05-18 Kaiserstraße,1937-11-20 Viktoriastraße (Verl.),automatisch,eines,,
03221,333,stadium_3_name,Viktoriastraße (Verl.),Viktoriasstraße (Verl.),,automatisch,eines,,
03223,333,stadtteile,Borbeck-Mitte,Borbeck-Mitte,Bordeck-Mitte,automatisch,eines,,
03226,334,lemma,Virgiliastraße,Virgilialaße,Virgilstraße,unsicher,eines,,
03226,334,stadium_1_name,Virgiliastraße,Virgilialaße,Virgilstraße,unsicher,eines,,
03228,334,stadium_2_name,Vöcklinghausen,Vöcklinghausen,Vöcklinghauser Straße,automatisch,eines,,
03229,332,stadium_2,,,"(urspr., kein Datum) Viefhausen",automatisch,eines,,
03229,332,stadium_3,,,"(urspr., kein Datum) Vyffhusen",automatisch,eines,,
03231,334,lemma,Vogelsangsberg,Vogelsangberg,Vogelsangsberg,automatisch,eines,,
03231,334,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Geitlingstraße",automatisch,eines,,
03231,334,stadium_1,"(urspr., kein Datum) Geitlingstraße","(urspr., kein Datum) Geitlingstraße",1937-11-20 Vogelsangsberg,automatisch,eines,,
03231,334,stadium_2_name,Vogelsangsberg,Vogelsangberg,,automatisch,eines,,
03231,334,verweis_auf,Brandhoffs Delle,Brandhoffs Delle,,automatisch,eines,,
03234,335,stadium_2_name,Rosenstraße (tlw.),Rosenstraße (tlw.),Rosenstraße,automatisch,eines,,
03237,335,stadium_1_name,Grabenstraße (tlw.),Grabenstraße (tlw.),Grabenstraße,automatisch,eines,,
03239,335,namensgruppe,Lehngut,Lehngut,Lehnsgut,automatisch,eines,,
03241,336,stadium_1_datum,1887-09-06,1887-09-06,1966-06-08,unsicher,eines,,
03241,336,stadium_1_name,Ottilienstraße,Ottilienstraße,Von-der-Vogelweide-Straße,unsicher,eines,,
03241,336,stadium_2_datum,1906-01-26,1906-01-26,1887-01-26,unsicher,eines,,
03241,336,stadium_2_name,Ortrudstraße,Ortrudstraße,Ottilienstraße,unsicher,eines,,
03244,336,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Sedanstraße (nicht normalisierbar),automatisch,eines,,
03244,336,stadium_1_name,Sedanstraße,Sedanstraße,Von-Schirp-Straße,automatisch,eines,,
03246,336,lemma,Von-Seeckt-Straße,Von-Seeckt-Straße,Von-Seckt-Straße,automatisch,eines,,
03246,336,stadium_1_datum,1897-09-06,1897-09-06,1887-01-26,automatisch,eines,,
03246,336,stadium_1_name,Henriettenstraße,Henriettenstraße,Henriettestraße,automatisch,eines,,
03246,336,stadium_2_datum,1906-01-26,1906-01-26,1937-11-20,automatisch,eines,,
03246,336,stadium_2_name,Irmgardstraße,Irmgardstraße,Von-Seckt-Straße,automatisch,eines,,
03246,336,stadium_3,1937-11-20 Von-Seeckt-Straße,1937-11-20 Von-Seeckt-Straße,,automatisch,eines,,
03247,336,stadium_2_name,Phönixstraße,Phönixstraße,Phoenixstraße,automatisch,eines,,
03248,336,lemma,Voßbergring,Voßbergring,Voßberg,automatisch,eines,,
03248,336,stadium_1_name,Im Karkamp (tlw.),Im Karkamp (tlw.),Karkamp (tlw.),automatisch,eines,,
03248,336,stadium_2_name,Voßbergring,Voßbergring,Voßberg,automatisch,eines,,
03249,336,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Voßbuschstraße (nicht normalisierbar),unsicher,eines,,
03249,336,stadium_1_name,! Voßbuschstraße,Voßbuschstraße,Voßbusch,unsicher,eines,,
03249,336,stadium_2,1915-07-09 Voßbusch,1915-07-09 Voßbusch,,unsicher,eines,,
03249,336,stadtteile,Bredeney,Bredenei,Bredeney,unsicher,eines,,
03256,336,eintrag,Von-der-Vogelweide-Straße,Von-der-Vogelweide-Straße,,automatisch,eines,,
03257,330,lemma,Veldeckestraße,Veldekestraße,Veldeckestraße,automatisch,eines,,
03257,330,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
03261,336,lemma,Vosselerweg,Vosselerweg,Vösselerweg,automatisch,eines,,
03261,336,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
03265,110,eintrag,Erzstraße,Erzstraße,,automatisch,eines,,
03266,292,eintrag,Schmelze,Schmelze,,automatisch,eines,,
03269,28,eintrag,Ehemaliger Alfrediplatz mit Alfredibrunnen Alfred-Neuse-Weg,Alfred-Neuse-Weg,,unsicher,eines,,
03269,28,lemma,Ehemaliger Alfrediplatz mit Alfredibrunnen Alfred-Neuse-Weg,Alfred-Neuse-Weg,,unsicher,eines,,
03271,224,eintrag,Lise-Meitner-Straße,Lise-Meitner-Straße,,automatisch,eines,,
03272,47,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
03273,161,namensgruppe,"Familienname, Platz","Familiennname, Platz","Familienname, Platz",automatisch,eines,,
03275,253,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
03278,154,verweis_auf,Helmholtzplatz,Helmholtzplatz,,automatisch,eines,,
03282,233,eintrag,Matthias-Lambertz-Weg,Matthias-Lambertz-Weg,,automatisch,eines,,
03284,242,eintrag,Mühlmannsbank,Mühlmannsbank,,automatisch,eines,,
03286,232,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",(urspr.) Graßmannstraße (tlw.) (nicht normalisierbar),geprueft,eines,,
03286,232,stadium_1_name,) Graßmannstraße (tlw.),Graßmannstraße (tlw.),,geprueft,eines,,
03287,115,namensgruppe,Stadt und Ort,Stadt und Ort,Stadt,automatisch,eines,,
03291,337,lemma,Wackenberg,Wackenberq,Wackenberg,automatisch,eines,,
